pid;ID;Kapitelueberschrift;ErsteSeite;LetzteSeite;Anzahl_Seiten;PID_ersteSeite;Anzahl_weitereGliederungsebenen;DeeplinkingUrl
1329248;DTL884;"Schlußwort";"Seite 367";"[Seite 376]";10;1329668;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1329248&childpid=1329668
1321565;DTL693;"Titelblatt";"[Seite I]";"[Seite II]";2;1321738;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1321565&childpid=1321738
1321565;DTL694;"Vorwort";"[Seite III]";"Seite VIII";6;1321740;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1321565&childpid=1321740
1321565;DTL695;"Voith, Ignatz von: Der Hammer zu Aicholting oder der Hammer Neuenkerstorf";"Seite 1";"Seite 67";67;1321746;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1321565&childpid=1321746
1321565;DTL696;"Fink, Joseph von: Nachtrag zur Geschichte der Herrschaft Schwarzenburg, Retz und Waldmünchen";"Seite 68";"Seite 71";4;1321813;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1321565&childpid=1321813
1321565;DTL697;"Gandershofer, Georg Maurus: Ueber die vielerlei Benennungen der gegenwärtigen Kreishauptstadt Regensburg";"Seite 71";"Seite 72";2;1321816;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1321565&childpid=1321816
1321565;DTL698;"Schuegraf, Joseph Rudolph: Hailsberg und die Truchsessen";"Seite 73";"Seite 135";63;1321818;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1321565&childpid=1321818
1321565;DTL699;"Zerzog, Julie von: Das alte Schloß zu Laaber. Historische Skizze";"Seite 135";"Seite 140";6;1321880;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1321565&childpid=1321880
1321565;DTL700;"Pangkofer, Jos. Anselm: Ueber die Hebräische Inschrift am Salzstadel dahier";"Seite 140";"Seite 142";3;1321885;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1321565&childpid=1321885
1321565;DTL701;"Schuegraf, Joseph Rudolph: Ueber einige Denksteine an der Stadtmauer zu Regensburg";"Seite 142";"Seite 147";6;1321887;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1321565&childpid=1321887
1321565;DTL702;"Oesterreicher, P.: Urkundliche Nachrichten von einigen Wüstungen in der Oberpfalz";"Seite 148";"Seite 155";8;1321893;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1321565&childpid=1321893
1321565;DTL703;"Pangkofer, Jos. Anselm: Joann Keppler´s Bildniß und dessen Echtheit";"Seite 156";"Seite 164";9;1321901;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1321565&childpid=1321901
554698;DTL1553;"Titelseite";"[I]";"[I]";1;555086;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=554698&childpid=555086
554698;DTL1554;"[Leerseite]";"[II]";"[II]";1;555087;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=554698&childpid=555087
554698;DTL1555;"Inhalt";"[III]";"IV";2;555088;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=554698&childpid=555088
554698;DTL1556;"Vorwort";"[V]";"X";6;555090;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=554698&childpid=555090
554698;DTL1557;"Prechtl, Johann Baptist: Geschichtliche Nachrichten über Markt und Schloß Lauterhofen (Lutrahahof Caroli Magni; Luttraof Ludovici Pii) in der Oberpfalz";"[Seite 1]";"Seite 83";83;555096;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=554698&childpid=555096
554698;DTL1558;"Rath, J. M. E.: Neuenhammer, genannt Hammer Oedtmühl oder zu der Oedenmühlen im Königlichen Landgerichte Vohenstrauß";"[Seite 84]";"Seite 96";13;555179;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=554698&childpid=555179
554698;DTL1559;"Gsellhofer, Franz Seraph: Beitrag zur Geschichte von Siegenstein, Stamsried, Kürnberg und Hailsperg";"[Seite 97]";"Seite 112";16;555192;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=554698&childpid=555192
554698;DTL1560;"Voith, Ignatz von: Fronau in der Oberpfalz : aus Quellen historisch-topographisch beschrieben";"[Seite 113]";"Seite 158";46;555208;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=554698&childpid=555208
554698;DTL1561;"Mayer, Franz Xaver: Der bayerische Nordgau : eine kritisch-historische Abhandlung";"[Seite 159]";"Seite 213";55;555254;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=554698&childpid=555254
554698;DTL1562;"Fink, Joseph von: Ueber die Privilegien des Klosters Ensdorf";"[Seite 214]";"Seite 249";36;555309;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=554698&childpid=555309
554698;DTL1563;"Schuegraf, Joseph Rudolph: Fortsetzung des Berichtes im Betreff der in der Stadtmauer von Regensburg hier und dort eingemauerten Denksteine";"[Seite 250]";"Seite 255";6;555345;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=554698&childpid=555345
554698;DTL1564;"Fink, Joseph von: Erläuterungen und Zusätze zu dem Versuche einer Geschichte des Vicedomamtes Nabburg";"[Seite 256]";"Seite 282";27;555351;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=554698&childpid=555351
554698;DTL1565;"Gsellhofer, Franz Seraph: Beiträge zur Geschichte der Paulsdorfer aus Urkunden des Familien-Archivs der Freiherrn von Nothaft auf Runding";"[Seite 283]";"Seite 301";19;555378;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=554698&childpid=555378
554698;DTL1566;"Gsellhofer, Franz Seraph: Beiträge zur Geschichte a) des Pfarrdorfes Auffecking in Niederbayern und b) des Pfarrdorfes Walderbach in der Oberpfalz";"Seite 302";"Seite 315";14;555397;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=554698&childpid=555397
554698;DTL1567;"Verzeichnis";"Seite 316";"Seite 328";13;555411;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=554698&childpid=555411
554698;DTL1568;"Nachtrag zum Bücherverzeichnis der historischen Vereinsbibliothek";"Seite 329";"Seite 338";10;555424;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=554698&childpid=555424
554698;DTL1569;"Fortgesetzte Anzeigen des weiteren Zuwachses der Sammlungen";"Seite 339";"Seite 348";10;555434;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=554698&childpid=555434
554698;DTL1570;"Alphabetisches Register über die in den ersten 6 Bänden der Vereinsverhandlungen enthaltenen Aufsätze und ihre Verfasser";"Seite 349";"Seite 360";12;555444;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=554698&childpid=555444
554698;DTL1571;"Anhang Abbildung";"Karte";"Karte Fronau";17;555456;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=554698&childpid=555456
581856;DTL1481;"Titelseite";"[I]";"[I]";1;582226;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=581856&childpid=582226
581856;DTL1482;"[Leerseite]";"[II]";"[II]";1;582227;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=581856&childpid=582227
581856;DTL1483;"Inhalt";"[III]";"IV";2;582228;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=581856&childpid=582228
581856;DTL1484;"Vorwort";"[V]";"XII";8;582230;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=581856&childpid=582230
581856;DTL1485;"Fink, Joseph von: Pettendorf. Unter dem Herzoge Otto dem Erlauchten von Bayern";"[Seite 1]";"Seite 27";27;582238;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=581856&childpid=582238
581856;DTL1486;"Zerzog, Julie von: Skizzen über Pettendorf";"Seite 28";"Seite 30";3;582265;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=581856&childpid=582265
581856;DTL1487;"Wittmann, Joseph: Geschichtliche Notizen über Hilpoltstein";"Seite 31";"Seite 40";10;582268;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=581856&childpid=582268
581856;DTL1488;"Gsellhofer, Franz Seraph: Beiträge zur Geschichte des ehemaligen Klosters U. L. Frauenzell";"Seite 41";"Seite 62";22;582278;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=581856&childpid=582278
581856;DTL1489;"Brunner, Ignatz: Die alte Pfarrei Pfaffenhofen, jetzt Kastel";"Seite 63";"Seite 90";28;582300;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=581856&childpid=582300
581856;DTL1490;"Schuegraf, Joseph Rudolph: Kritische Untersuchung über den Ursprung des Straubing´schen Stadtwappens mit dem Pflug, und das Rathsgeschlecht der Straubinger von Regensburg";"[Seite 91]";"Seite 137";49;582328;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=581856&childpid=582328
581856;DTL1491;"Müllbauer, Alois: Bemerkungen über die ehemalige Herrschaft Breiteneck";"Seite 138";"Seite 150";13;582377;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=581856&childpid=582377
581856;DTL1492;"Abschrift mehrerer Zunft- und Gewerbs-Ordnungen der Stadt Regensburg, dann der Bruderschafts-Statuten der Krämer";"Seite 151";"Seite 187";37;582390;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=581856&childpid=582390
581856;DTL1493;"Gandershofer, Georg Maurus: Literarisches Repertorium über den Kreis Oberpfalz und Regensburg";"Seite 188";"Seite 241";54;582427;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=581856&childpid=582427
581856;DTL1494;"Giehrl, F. H.: Notizen zur Geschichte der Stadt Vilseck und über einige Hämmer des Landgerichts Vilseck";"Seite 242";"Seite 277";36;582481;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=581856&childpid=582481
581856;DTL1495;"Schuegraf, Joseph Rudolph: Kurze Lebensgeschichte des Herrn Gg. Maurus Gandershofer";"Seite 278";"Seite 294";17;582517;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=581856&childpid=582517
581856;DTL1496;"Fink, Joseph von: Ueber die Landgrafschaft im Nordgau, ein Versuch";"[Seite 295]";"Seite 301";7;582534;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=581856&childpid=582534
581856;DTL1497;"Fink, Joseph von: Das Amt Waldeck unter Herzog Ludwig dem Strengen";"[Seite 302]";"Seite 312";11;582541;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=581856&childpid=582541
581856;DTL1498;"Schuegraf, Joseph Rudolph: Nachträge zu dem literarischen Repertorium über den Kreis Oberpfalz und Regensburg von M. Gandershofer";"[Seite 313]";"Seite 316";4;582552;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=581856&childpid=582552
581856;DTL1499;"Dermaliger Stand der Mitglieder des historischen Vereins für Oberpfalz und Regensburg und seine Verbindungen mit anderen Vereinen";"[Seite 317]";"Seite 340";24;582556;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=581856&childpid=582556
581856;DTL1500;"Zweite Fortsetzung des Bücher-Kataloges der Vereinsbibliothek";"[Seite 341]";"Seite 350";10;582580;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=581856&childpid=582580
581856;DTL1501;"Fortgesetzte Anzeige des weiteren Zuwachses der Sammlungen des Vereins";"[Seite 351]";"Seite 355";5;582590;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=581856&childpid=582590
607592;DTL1673;"Titelblatt";"[I]";"[II]";2;608010;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=607592&childpid=608010
607592;DTL1674;"Vorwort";"[III]";"VII";5;608012;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=607592&childpid=608012
607592;DTL1675;"Schuegraf, Joseph Rudolph: Ein Lobgedicht auf Regensburg von Hans Sachs, mit erläuternden Anmerkungen";"[Seite 1]";"Seite 21";21;608018;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=607592&childpid=608018
607592;DTL1676;"Schuegraf, Joseph Rudolph: Die bayerischen Schanzen, welche während des spanischen Erbfolgekrieges von 1702 bis 1714 an den Gränzen des bayerischen Waldes gegen Böhmen angelegt wurden";"[Seite 22]";"Seite 39";18;608039;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=607592&childpid=608039
607592;DTL1677;"Spörl, Johann: Hec bona pertinent ad Inferius Monasterium, oder: Saalbuch des Damenstiftes Niedermünster zu Regensburg aus dem 13. Jahrhundert";"[Seite 40]";"Seite 81";42;608057;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=607592&childpid=608057
607592;DTL1678;"Pangkofer, Jos. Anselm: Neue etymologische Untersuchung des Stadt-Namens Regensburg, mit Folgerungen daraus";"[Seite 82]";"Seite 88";7;608099;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=607592&childpid=608099
607592;DTL1679;"Schuhgraf, Heinrich: Neu revidirte Regensburger Wachtgedings-Ordnung vom Jahre 1746";"[Seite 89]";"Seite 132";44;608106;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=607592&childpid=608106
607592;DTL1680;"Stichauner, Joseph: Tiefenbach in der Oberpfalz. Aus Quellen historisch-topographisch beschrieben";"[Seite 133]";"Seite 169";37;608150;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=607592&childpid=608150
607592;DTL1681;"Fink, Joseph von: Grundriß zu einer Abhandlung über die ehemaligen Klostervogteien in der obern Pfalz";"[Seite 170]";"Seite 175";6;608187;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=607592&childpid=608187
607592;DTL1682;"Fink, Joseph von: Rostein";"Seite 175";"Seite 182";8;608192;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=607592&childpid=608192
607592;DTL1683;"Fink, Joseph von: Auszug aus dem Saalbuche des Herzogs Ludwig des Strengen von Bayern über das Amt Nittenau";"Seite 183";"Seite 186";4;608200;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=607592&childpid=608200
607592;DTL1684;"Mayer, Franz Xaver: Welches ist das wahrscheinliche Entstehungs-Jahr des Bisthums Eichstätt?";"[Seite 187]";"Seite 194";8;608204;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=607592&childpid=608204
607592;DTL1685;"Schuegraf, Joseph Rudolph: Der Grabstein des Dichters Nikolaus Thomae aus Luxemburg in Regensburg. Eine Skizze";"[Seite 195]";"Seite 199";5;608212;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=607592&childpid=608212
607592;DTL1686;"Mayer, Franz Xaver: Prüfening und Bruckdorf. Eine historisch-etymologische Abhandlung";"Seite 199";"Seite 204";6;608216;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=607592&childpid=608216
607592;DTL1687;"Pangkofer, Jos. Anselm: Etymologische Bemerkungen zu den Orts-Namen Prüel und Prüfening";"Seite 205";"Seite 207";3;608222;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=607592&childpid=608222
607592;DTL1688;"Mayer, Tobias: Historisch-topographische Notizen über die Pfarrei Dietldorf";"[Seite 208]";"Seite 252";45;608225;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=607592&childpid=608225
607592;DTL1689;"Jäger, J. Franz Anton: Urkundliche Beiträge zur Regierungs-Geschichte Kaisers Ludwig des Bayern";"[Seite 253]";"Seite 293";41;608270;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=607592&childpid=608270
607592;DTL1690;"Schuegraf, Joseph Rudolph: Kurze Geschichte der Erfindung der Glocken, insbesondere geschichtliche Nachrichten über die ältesten Glocken und Glockengießer der Stadt Regensburg";"[Seite 294]";"Seite 308";15;608311;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=607592&childpid=608311
607592;DTL1691;"Kayser, Ludwig Christian: Die Testaments-Errichtung nach Regensburgischem Recht. Ein Beitrag zur Rechtskunde der vormaligen Reichs-Stadt Regensburg";"[Seite 309]";"Seite 318";10;608326;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=607592&childpid=608326
607592;DTL1692;"Pangkofer, Jos. Anselm: Ergänzungen zur Chronik des Schloßes und der Herrschaft Hexenacker";"[Seite 319]";"Seite 333";15;608336;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=607592&childpid=608336
607592;DTL1693;"Brenner-Schäffer, Wilhelm: Das Geschlecht der Hohenfelser";"[Seite 334]";"Seite 356";23;608351;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=607592&childpid=608351
607592;DTL1694;"Stammtafel der Herren von Hohenfels";"[Tafel]";"[Tafel]";1;608374;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=607592&childpid=608374
607592;DTL1695;"Jahresbericht 1844/45";"[Seite 357]";"Seite 375";19;608376;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=607592&childpid=608376
607592;DTL1696;"Urkunden und Manuscripte";"Seite 376";"Seite 391";16;608395;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=607592&childpid=608395
607592;DTL1697;"3. Fortsetzung des Bücher-Kataloges";"Seite 392";"Seite 404";13;608411;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=607592&childpid=608411
607592;DTL1698;"Inhalt";"Seite 405";"Seite 407";3;608424;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=607592&childpid=608424
1231092;DTL1877;"[Titelseite]";"[Seite I]";"[Seite II]";2;1231561;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1231092&childpid=1231561
1231092;DTL1878;"Vorwort";"[Seite III]";"Seite VI";4;1231563;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1231092&childpid=1231563
1231092;DTL1879;"Voith, Ignatz von: Der Hammer zu Schönhofen, statistisch-historisch-toporaphisch beschrieben";"[Seite 1]";"Seite 49";50;1231567;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1231092&childpid=1231567
1231092;DTL1880;"Schuegraf, Joseph Rudolph: Cham während der böhmischen Unruhen von 1618 bis 1628, mit einem Anhange von acht Original-Urkunden";"[Seite 50]";"Seite 75";26;1231618;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1231092&childpid=1231618
1231092;DTL1881;"Schmeller, Joh. Andreas: Die Entstehung des Klosters Waldsassen, in deutschen Reimen des XIV. Jahrhunderts";"[Seite 76]";"Seite 99";24;1231644;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1231092&childpid=1231644
